"CODE","LOCATION","TYPE","RATING (MAX = 5)","Address","Description","Long Description","Tags_Creation_Description","Ticket Info","image_path","open_time","close_time","coordinate","tags","image_url"
"FB155","Restaurant Le Bourgeois","F&B",4.7,"132-134 Dong Khoi St, Ben Nghe Ward, District 1, Ho Chi Minh City 70,000 Vietnam","It offers classic, refined dining.","","",24.0,"https://ak-d.tripcdn.com/images/0103n12000d5zznkt07B4.png","06:30","22:30","10.7766861, 106.7025666","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889616/FB155.png"
"FB156","The Square","F&B",3.7,"Novotel Saigon Centre, 167 Hai Ba Trung, District 1 | Novotel Saigon Centre, District 3, Ho Chi Minh City, Vietnam","Without specific details, 'The Square' likely suggests a restaurant with a modern aesthetic or a central, plaza-based location.","","",23.0,"https://ak-d.tripcdn.com/images/100f060000001n5utE1F4.jpg","06:00","22:00","10.784359, 106.695886","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889627/FB156.jpg"
"FB157","X-Pose Beer Club","F&B",5.0,"97 Đ. Lý Chiêu Hoàng, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam","X-Pose Beer Club is a vibrant venue for beer and nightlife.","","",9.0,"https://ak-d.tripcdn.com/images/0103t12000chudm6317B5.jpg","17:00","23:30","10.7382125, 106.6269505","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889635/FB157.jpg"
"FB158","Telephone bar","F&B",4.8,"41 Nguyễn Văn Tráng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam","Telephone Bar is a hidden speakeasy accessed through a phone booth.","","",17.0,"https://ak-d.tripcdn.com/images/0105u12000jg3325uE897.jpg","18:00","2:00","10.7708772, 106.6916325","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889643/FB158.jpg"
"FB159","Pizza 4P's Thiso Mall","F&B",5.0,"10 Đ. Mai Chí Thọ, Thủ Thiêm, Quận 2, Thành phố Hồ Chí Minh, Vietnam","Thiso Mall's Pizza 4P's offers their signature gourmet pizzas.","","",0.0,"https://ak-d.tripcdn.com/images/1zn3j224x8xggz4ko2E12.jpg","10:00","22:00","10.7724565, 106.7220011","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889652/FB159.jpg"
"FB160","FLATTO COFFEE and LOUNGE","F&B",4.0,"145 Đ. số 10, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 70000","FLATTO COFFEE and LOUNGE is a comfortable eatery offering coffee and casual dining.","","",0.0,"https://ak-d.tripcdn.com/images/01043120009hj1vk01F70.jpg","07:00","00:00","10.7243771, 106.7095367","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889662/FB160.jpg"
"FB161","Haidilao","F&B",4.0,"","Haidilao is a hotpot restaurant renowned for its legendary, attentive service and interactive dining experience.","","",0.0,"https://ak-d.tripcdn.com/images/01017120005c5qzjt93F4.jpg","10:00","4:00","10.771733, 106.70468","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889676/FB161.jpg"
"FB162","IL CORDA Charcoal Steakhouse","F&B",4.0,"11 Đ. Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","IL CORDA Charcoal Steakhouse specializes in steaks expertly grilled over charcoal.","","",0.0,"https://ak-d.tripcdn.com/images/0105q120009dvpbm6F64D.jpg","11:00","23:00","10.7814616, 106.7057042","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889683/FB162.jpg"
"FB163","Paris Bistro","F&B",4.7,"20 Nguyen Thi Minh Khai | Dist. 1, Ho Chi Minh City 700000, Vietnam","It's a charming French bistro serving classic dishes.","","",15.0,"https://ak-d.tripcdn.com/images/100b0o000000f91izC805.jpg","09:00","22:00","10.7850234, 106.6998908","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889690/FB163.jpg"
"FB164","Latra","F&B",4.6,"157 Le Thi Rieng | Dist. 1, Ho Chi Minh City, Vietnam","I cannot provide a specific description of 'Latra' without more information, as I don't have real-time data about individual restaurants.","","",3.0,"https://ak-d.tripcdn.com/images/10060o000000f7bl80FC3.jpg","08:00","22:00","10.77013, 106.6888947","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889700/FB164.jpg"
"FB165","Aloha","F&B",3.7,"88 Mac Thi Buoi Q1 HCM, Ho Chi Minh City Vietnam","Aloha offers Hawaiian cuisine in a tropical setting.","","",16.0,"https://ak-d.tripcdn.com/images/100s0o000000fdkvr6B07.jpg","11:00","19:00","10.774718, 106.703963","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889708/FB165.jpg"
"FB166","Ran Bien 5 Restaurant","F&B",4.7,"193-195 Nam Ky Khoi Nghia Ward 7, Ho Chi Minh City Vietnam","Ran Bien 5 Restaurant offers a dining experience.","","",75.0,"https://ak-d.tripcdn.com/images/100t0n000000e0cgg93D5.jpg","10:00","23:00","10.7869122, 106.6867344","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889714/FB166.jpg"
"FB167","Saigon Craft Bar And Grill","F&B",4.0,"68 Ly Long Tuong St My Phuc Apartment Building Phu My Hung District 7, Ho Chi Minh City Vietnam","It offers Vietnamese cuisine, craft beverages, and grilled dishes.","","",14.0,"https://ak-d.tripcdn.com/images/10080n000000eeif40693.jpg","15:30","1:00","10.7231977, 106.7098417","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889723/FB167.jpg"
"FB168","Cafe Vy","F&B",5.0,"278 Le Thanh Ton, Ben Thanh Ward, District 1, Ho Chi Minh City 70,000 Vietnam","Cafe Vy offers a quintessential Vietnamese coffee experience.","","",0.0,"https://ak-d.tripcdn.com/images/100b14000000wz5821529.jpg","0:00","23:59","10.7716122, 106.6955211","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889731/FB168.jpg"
"FB169","Miya Sushi BBQ Restaurant","F&B",3.6,"150/26 Nguyen Trai, Quan 1, TP HCM, Ho Chi Minh City 700000 Vietnam","Miya Sushi BBQ Restaurant offers a menu featuring both sushi and BBQ dishes.","","",8.0,"https://ak-d.tripcdn.com/images/100j0o000000f632oE42F.jpg","10:30","21:30","10.7700939, 106.6901159","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889738/FB169.jpg"
"FB170","Parivar Indian Cuisine","F&B",4.6,"5A Nguyen Sieu Street, Ben Nghe Ward, District 1 Near Mai Linh Taxi Office, Ho Chi Minh City 700000 Vietnam","Parivar Indian Cuisine is a restaurant serving Indian food.","","",6.0,"https://ak-d.tripcdn.com/images/100m0g0000007pc472D6B.jpg","10:00","23:00","10.7775455, 106.7043717","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889743/FB170.jpg"
"FB171","Here & Now Vegetarian (Open kitchen & chill)","F&B",4.7,"89E Nguyen Cong Hoan | Ward 7, Phu Nhuan District, Ho Chi Minh City 700000, Vietnam","It's a chill vegetarian restaurant with an open kitchen.","","",5.0,"https://ak-d.tripcdn.com/images/100e0g0000007pg9o3848.jpg","10:00","22:00","10.798405, 106.673836","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889750/FB171.jpg"
"FB172","Malt Saigon Bar","F&B",4.4,"46-48 Mac Thi Buoi, District 1, Ho Chi Minh City 70,000 Vietnam","Malt Saigon Bar is a sophisticated bar in Saigon known for its extensive whiskey and premium spirits selection.","","",5.0,"https://ak-d.tripcdn.com/images/0ww5612000b61s8ls46DE.jpg","15:00","23:59","10.7754101, 106.7047114","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889760/FB172.jpg"
"FB173","Burger King Grand Hotel Restaurant","F&B",3.8,"8 Đong Khoi Street, Ben Nghe Ward, District 1 | Inside Grand Hotel, Ho Chi Minh City, Vietnam","It uniquely combines Burger King's fast food with a grand hotel's ambiance.","","",4.0,"https://ak-d.tripcdn.com/images/100d0n000000ebcnt2D91.jpg","09:00","22:00","10.774103, 106.70574","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889772/FB173.jpg"
"FB174","Burger King","F&B",4.5,"141 Bui Vien Pham Ngu Lao, District 1, Ho Chi Minh City Vietnam","Burger King is a global fast-food chain famous for its flame-grilled burgers.","","",3.0,"https://ak-d.tripcdn.com/images/10060g0000007pf1oF708.jpg","9:00","23:00","10.76633, 106.69167","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889779/FB174.jpg"
"FB175","Sahara Beer Club & VIP Lounge","F&B",3.9,"113 Bui Vien Street, District 1 Pham Ngu Lao ward, District 1, Ho Chi Minh City 700000 Vietnam","It's a beer club with an exclusive VIP lounge.","","",12.0,"https://ak-d.tripcdn.com/images/1007hk12492mf13w09718.jpg","00:00","23:59","10.766499, 106.69223","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889789/FB175.jpg"
"FB176","Nabe King","F&B",4.6,"01 Binh Duong Boulevard, Binh Giao, Thuan Giao Ward, Thuan An Town Lot E, Second Floor, Aeon Mall Canary, Ho Chi Minh City 700000 Vietnam","Nabe King specializes in customizable hot pots.","","",9.0,"https://ak-d.tripcdn.com/images/100l0n000000eehdm1083.jpg","10:00","22:00","10.932878, 106.71185","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889796/FB176.jpg"
"FB177","GreenS","F&B",3.9,"18A / 100 Nguyen Thi Minh Khai District 1, Ho Chi Minh City 700000 Vietnam","GreenS offers fresh, healthy, and vibrant cuisine.","","",5.0,"https://ak-d.tripcdn.com/images/10060g0000007ptt6766A.jpg","09:00","22:00","10.77828, 106.69376","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889806/FB177.jpg"
"FB178","Ember","F&B",4.0,"65 Le Loi 1st Floor, Saigon Centre Building, Ben Nghe Ward, District 1, Ho Chi Minh City 700000 Vietnam","Ember is a restaurant known for its elevated cuisine cooked over open flames.","","",12.0,"https://ak-d.tripcdn.com/images/100f1d000001e9nv8A000.jpg","07:45","22:30","10.773077, 106.70127","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889813/FB178.jpg"
"FB179","Dau Homemade","F&B",5.0,"So 6 Hong Ha | Ward 2, Tan Binh District, Ho Chi Minh City 700, Vietnam","Dau Homemade serves authentic Vietnamese home-style dishes.","","",3.0,"https://ak-d.tripcdn.com/images/1mh0d224x8uk9ftfy20EA.jpg","10:00","22:00","10.81335, 106.66606","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889818/FB179.jpg"
"FB180","Spice Bistro","F&B",4.0,"2 Thi Sach Street | District 1, Ho Chi Minh City 700000, Vietnam","Spice Bistro offers vibrantly spiced global cuisine in a welcoming setting.","","",12.0,"https://ak-d.tripcdn.com/images//100915000000xgoyg9352.jpg","10:00","18:00","10.776886, 106.70608","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889825/FB180.jpg"
"FB181","Sinh to 142","F&B",3.9,"142 Ly Chinh Thang St., Dist. 3, Ho Chi Minh City, Ho Chi Minh City, Vietnam","Sinh to 142 is a popular spot for fresh and delicious fruit smoothies.","","",0.0,"https://ak-d.tripcdn.com/images/100o0n000000ec5wj2E5F.jpg","8:00","22:00","10.7871151, 106.6846528","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889834/FB181.jpg"
"FB182","Mon Viet","F&B",3.8,"148 Le Thanh Ton | District 1, Ho Chi Minh City, Vietnam","Mon Viet serves delicious Vietnamese cuisine.","","",4.0,"https://ak-d.tripcdn.com/images/100h050000000xpdeC380.jpg","10:00","23:00","10.773333, 106.69806","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889840/FB182.jpg"
"FB183","Paceycupcakes","F&B",4.5,"53g Nguyen Du street, Ben Nghe ward, district 1, Ho Chi Minh City 084 Vietnam","Paceycupcakes is a restaurant specializing in delightful cupcakes.","","",0.0,"https://ak-d.tripcdn.com/images/01028120008crsuy900BB.jpg","0:00","23:59","10.77995, 106.700951","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889845/FB183.jpg"
"FB184","Lodge Bui Restaurant -Live Music","F&B",4.9,"39/2 Pham Ngoc Thach Street Ward 6-Dist. 3, Ho Chi Minh City 084 Vietnam","Lodge Bui Restaurant offers dining complemented by live music.","","",26.0,"https://ak-d.tripcdn.com/images/100h0o000000f7uroFF92.jpg","07:00","23:00","10.78399, 106.69442","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889853/FB184.jpg"
"FB185","Nha hang an ngon Loc Phat","F&B",4.1,"68B Tran Quoc Toan.Q3, Ho Chi Minh City 70000 Vietnam","Nha hang an ngon Loc Phat is a restaurant known for delicious food.","","",0.0,"https://ak-d.tripcdn.com/images/1me5q12000gmfe47361BD.jpg","0:00","23:59","10.78806, 106.68859","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889863/FB185.jpg"
"FB186","Hoang Yen Buffet","F&B",4.4,"Me Linh Point Tower 1st floor, 02 Ngo Duc Ke, D1, Ho Chi Minh City 70000 Vietnam","Hoang Yen Buffet is an all-you-can-eat buffet restaurant.","","",11.0,"https://ak-d.tripcdn.com/images/1001060000001n6uw68FB.jpg","10:00","22:00","10.78867, 106.709656","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889870/FB186.jpg"
"FB187","Binh An Village Saigon","F&B",4.0,"1163 Binh Quoi Street, Ho Chi Minh City 70000 Vietnam","Binh An Village Saigon is a tranquil, village-themed restaurant.","","",21.0,"https://ak-d.tripcdn.com/images/100l060000001n6s9BAC1.jpg","10:00","22:00","10.817619, 106.721344","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889877/FB187.jpg"
"FB188","Bonjour Resto' Nguyen Trai","F&B",4.3,"150/18 Nguyen Trai, Quan 1, Ho Chi Minh City 70000, Vietnam","Bonjour Resto Nguyen Trai is a French-themed restaurant.","","",5.0,"https://ak-d.tripcdn.com/images/1007060000001n6o904AC.jpg","09:00","22:00","10.77023, 106.68979","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889887/FB188.jpg"
"FB189","El Sol Meat & Wine","F&B",4.1,"140 Vo Thi Sau st 140/2 District 3, Ho Chi Minh City 700000 Vietnam","It's a restaurant specializing in meat and wine.","","",26.0,"https://ak-d.tripcdn.com/images/100s060000001n6vn6E24.jpg","11:00","22:30","10.787699, 106.691246","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889898/FB189.jpg"
"FB190","Blanc. Restaurant Saigon","F&B",5.0,"Lane 178/180D Hai Ba Trung .Dakao . District 1 .HCMC. Vietnam","Blanc. Restaurant Saigon offers elegant, contemporary dining.","","",29.0,"https://ak-d.tripcdn.com/images/0100212000bcv927q50B9.jpg","17:30","23:00","10.7865182, 106.6947055","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889908/FB190.jpg"
"FB191","Baoz Dimsum","F&B",3.5,"86-88 Nguyen Tri Phuong Street | Ward 7, District 5, Ho Chi Minh City, Vietnam","It's a dim sum restaurant known for its bao.","","",11.0,"https://ak-d.tripcdn.com/images/100g060000001n6th35EC.jpg","6:30","22:30","10.7531011, 106.6696548","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889917/FB191.jpg"
"FB192","Steak Deli Steakontherock & Cafe","F&B",3.0,"6/1 Cach Mang Thang 8 Ben Thanh Ward, District 1, Ho Chi Minh City 700000 Vietnam","It's a steak deli offering a cafe experience.","","",8.0,"https://ak-d.tripcdn.com/images/100h060000001n6uoB2B1.jpg","07:00","22:30","10.771763, 106.69316","",""
"FB193","Qua Ngon Restaurant","F&B",4.1,"308 306, Le Van Sy Street Ward 1, District Tan Binh, Ho Chi Minh City 700000 Vietnam","Qua Ngon Restaurant is known for its very delicious Vietnamese food.","","",28.0,"https://ak-d.tripcdn.com/images/1i61p2224sd82u7ow91FB.jpg","09:00","23:00","10.7968835, 106.6652361","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889941/FB193.jpg"
"FB194","C.ON Global Food Factory","F&B",4.9,"23B Ngo Thoi Nhiem, Ward 6, Disc 3, Ho Chi Minh City 700000 Vietnam","It's a modern restaurant serving diverse global cuisine, often with an industrial design.","","",4.0,"https://ak-d.tripcdn.com/images/10030o000000f8ep71A15.jpg","06:30","00:00","10.7807529, 106.6902377","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889959/FB194.jpg"
"FB195","DeciBel Cafe/Lounge","F&B",4.4,"79/2/5 Phan Ke Binh, W. Da Kao, District 1, Ho Chi Minh City 70,000 Vietnam","DeciBel Cafe/Lounge is a vibrant spot offering food, drinks, and an immersive sound experience.","","",12.0,"https://ak-d.tripcdn.com/images/100v060000001n6i97A42.jpg","07:30","00:00","10.78934, 106.70004","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889968/FB195.jpg"
"FB196","Acoustic Bar - Ngo Thoi Nhiem","F&B",5.0,"6 E1 Ngo Thoi Nhiem Street Ward 7, District 3, Ho Chi Minh City 70000 Vietnam","It's a bar featuring live acoustic music.","","",14.0,"https://ak-d.tripcdn.com/images/0100n12000okha75t7B9C.jpg","19:00","00:00","10.7811947, 106.6899157","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889976/FB196.jpg"
"FB197","Non La Restaurant","F&B",4.4,"19 Nguyen Dinh Chieu Str.,Dist.1, Ho Chi Minh City 70000, Vietnam","Non La Restaurant offers authentic Vietnamese cuisine.","","",8.0,"https://ak-d.tripcdn.com/images/100b060000001m02fB3FA.jpg","11:00","23:00","10.78921, 106.70035","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889982/FB197.jpg"
"FB198","MON Restaurant & Bar","F&B",4.5,"34 Le Duan St. Dist 1, Ho Chi Minh City 70,000 Vietnam","MON Restaurant & Bar offers chic modern Mediterranean dining and drinks in Barcelona.","","",49.0,"https://ak-d.tripcdn.com/images/fd/tg/g5/M01/BE/80/CggYsFc6phiANXiKAADoDwTuAR8257.jpg","10:00","10:00","10.78056, 106.69871","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889991/FB198.jpg"
"FB199","The Bean Store","F&B",3.8,"399 Vo Van Tan, District 3, Ho Chi Minh City, Vietnam, Ho Chi Minh City 70,000 Vietnam","The Bean Store is a coffee shop.","","",2.0,"https://ak-d.tripcdn.com/images/100e060000001lzss1E8C.jpg","09:00","22:00","10.7703334, 106.6846537","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889997/FB199.jpg"
"FB200","Izakaya Matsuki 18A Thai Van Lung","F&B",5.0,"18 Thái Văn Lung, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam","Izakaya Matsuki is a Japanese pub-style restaurant offering small plates and drinks.","","",14.0,"https://ak-d.tripcdn.com/images/0103h12000o05lrk54F52.jpg","17:00","02:00","10.780079, 106.703907","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890005/FB200.jpg"
"FB201","Au Parc","F&B",4.0,"p. q. 1, 23 Hàn Thuyên, Bến Nghé, Hồ Chí Minh","Au Parc is a sophisticated fine dining restaurant.","","",12.0,"https://ak-d.tripcdn.com/images/100o0g0000007q6x3AC0F.jpg","7:30","23:00","10.7787276, 106.6980638","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890013/FB201.jpg"
"FB202","Banh Xeo Ngoc Son","F&B",3.9,"103 Đ. Ngô Quyền, Phường 11, Quận 5, Thành phố Hồ Chí Minh 700000, Vietnam","Banh Xeo Ngoc Son specializes in Vietnamese sizzling crepes.","","",0.0,"https://ak-d.tripcdn.com/images/0104y12000etvdxou0CD7.jpg","9:00","21:00","10.7544526, 106.6663377","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890018/FB202.jpg"
"FB203","Canalis Club","F&B",5.0,"264Bis - Nam Kì Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Ho Chi Minh City, Vietnam","An immersive club with spectacular performances to light up your night","","",45.0,"https://ak-d.tripcdn.com/images/0102l12000chulihk932F.jpg","21:00","03:00","10.7873557, 106.6868219","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890019/FB203.jpg"
"FB204","Black Vinegar","F&B",5.0,"76 Le Lai 1st Floor, Ho Chi Minh City 700000 Vietnam","Black Vinegar offers cuisine inspired by its distinctive namesake ingredient.","","",14.0,"https://ak-d.tripcdn.com/images/0103j12000mlhxjql942A.jpg","11:30","22:30","10.770925, 106.69504","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890027/FB204.jpg"
"FB205","Sushi Kei Landmark 81","F&B",5.0,"772 Dien Bien Phu Basement 1, Vincom Center Landmark 81, Ward 22, Binh Thanh, Ho Chi Minh City 700000 Vietnam","Sushi Kei Landmark 81 offers quality sushi in an iconic high-rise setting.","","",16.0,"https://ak-d.tripcdn.com/images/0104l12000o05yyvvD8D5.jpg","10:00","22:00","10.7948272, 106.7220371","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890035/FB205.jpg"
"FB206","Com Xiu","F&B",4.0,"189 Vạn Kiếp, Phường 3, Bình Thạnh, Thành phố Hồ Chí Minh, 700000, Vietnam","Com Xiu is a Vietnamese restaurant known for its rice dishes, often featuring char siu.","","",0.0,"https://ak-d.tripcdn.com/images/10061g000001h97jg4BDF.jpg","11:00","21:30","10.771297, 106.6906","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890051/FB206.jpg"
"FB207","IPPUDO Le Thanh Ton Japanese Ramen Restaurant","F&B",5.0,"17/5 Lê Thánh Tôn, Bến Nghé, Quận 1, Hồ Chí Minh 700000, Vietnam","IPPUDO Le Thanh Ton is a Japanese ramen restaurant.","","",10.0,"https://ak-d.tripcdn.com/images/0103u12000nvkjhhmE1E7.jpg","11:00","23:00","10.779907, 106.7034","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890063/FB207.jpg"
"FB208","The Melbourne Cafe Restaurant","F&B",4.0,"","It's an Australian-inspired cafe offering diverse restaurant dining.","","",0.0,"https://ak-d.tripcdn.com/images/0101k120008eenu154839.jpg","06:00","22:00","10.765634, 106.69068","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890074/FB208.jpg"
"FB209","Arcan","F&B",5.0,"29/2H Đ. Điện Biên Phủ, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Arcan offers a unique and intriguing culinary experience.","","",8.0,"https://ak-d.tripcdn.com/images/0102o12000d3964lgF199.jpg","22:00","5:00","10.797805, 106.7082301","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890081/FB209.jpg"
"FB210","The ATM Cocktail Bar & Kitchen","F&B",4.6,"27/10 Nguyen Binh Khiem Dakao Ward, District 1, Ho Chi Minh City 700000 Vietnam","This bar and kitchen offers ATM-themed cocktails and food.","","",5.0,"https://ak-d.tripcdn.com/images/0102e12000jg56kes3EB0.jpg","17:00","01:00","10.79039, 106.70159","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890089/FB210.jpg"
"FB211","Com Ga Ba Ngan - Hoi An Chinh Goc","F&B",4.0,"11 Road No. 4 Near Vinmart, Ni Su Huynh Lien, Ho Chi Minh City 700000 Vietnam","It serves authentic Hoi An chicken rice.","","",2.0,"https://ak-d.tripcdn.com/images//100t15000000xopmd9890.jpg","09:00","22:00","10.786062, 106.64493","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890094/FB211.jpg"
"FB212","The Hidden Elephant Books & Coffee","F&B",4.0,"35 Phan Chu Trinh | Floor 2, Ben Thanh Ward, District 1, Ho Chi Minh City 700000, Vietnam","A charming bookstore and coffee shop.","","",0.0,"https://ak-d.tripcdn.com/images/0102c120006puj8pa5778.jpg","0:00","23:59","10.772408, 106.6972096","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890107/FB212.jpg"
"FB213","agataJapan.cafe","F&B",3.8,"19 Dang Dung | Tan Dinh Ward, Ho Chi Minh City, Vietnam","Agata Japan.cafe is a Japanese-style cafe.","","",4.0,"https://ak-d.tripcdn.com/images/100g0o000000f723zAFF1.jpg","10:00","19:00","10.7924419, 106.6907725","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890120/FB213.jpg"
"FB214","Karen's Cafe","F&B",4.9,"25 Thu Khoa Huan | Ground Floor/First Floor, Ho Chi Minh City, Vietnam","Karen's Cafe is a restaurant that offers coffee, pastries, and light meals.","","",3.0,"https://ak-d.tripcdn.com/images/100c0n000000egzohA960.jpg","07:00","23:00","10.77374, 106.69735","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890129/FB214.jpg"
"FB215","Dosh","F&B",3.7,"42 Nguyen Hue 3rd Floor, District 1, Ho Chi Minh City Vietnam","Dosh serves hearty Russian comfort food.","","",2.0,"https://ak-d.tripcdn.com/images/1A04180000013ef3k26CF.jpg","9:00","22:00","10.774012, 106.704163","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890135/FB215.jpg"
"FB216","Luna Sushi","F&B",3.7,"14a Hoa My Da Kao, District 1, Ho Chi Minh City Vietnam","Luna Sushi is a restaurant offering contemporary Japanese sushi.","","",25.0,"https://ak-d.tripcdn.com/images/100o0o000000f5qnfB2B9.jpg","10:30","23:00","10.778776, 106.69038","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890146/FB216.jpg"
"FB217","Banh da cua Di Ly","F&B",3.5,"103 Dong Khoi Street District 1 Diagonally opposite Sheraton Hotel, Ho Chi Minh City Vietnam","Banh da cua Di Ly is a Vietnamese restaurant specializing in flavorful crab noodle soup.","","",11.0,"https://ak-d.tripcdn.com/images/100m0o000000ffu8r24FD.jpg","08:00","22:00","10.77504, 106.70422","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890152/FB217.jpg"
"FB218","Gringo Tacos y Cantina","F&B",4.0,"137 Calmette District 1, Ho Chi Minh City 700000 Vietnam","It's a vibrant cantina serving tacos and drinks.","","",5.0,"https://ak-d.tripcdn.com/images/100n0n000000dzf25FC82.jpg","11:00","22:00","10.768887, 106.69827","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890159/FB218.jpg"
"FB219","Cha Ca Dong Kinh Restaurant","F&B",4.4,"87 Nguyen Cong Tru Street P. Nguyen Thai Binh. District 1, Ho Chi Minh City Vietnam","Cha Ca Dong Kinh Restaurant specializes in the traditional Vietnamese grilled fish dish, Cha Ca.","","",8.0,"https://ak-d.tripcdn.com/images/10020n000000e7dexC840.jpg","10:00","22:00","10.769428, 106.7029","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890169/FB219.jpg"
"FB220","ICHIBAN Japanese Hotpot Buffet","F&B",3.9,"14A Phan Dinh Giot Street, Ward 2, Tan BInh District, Ho Chi Minh, Vietnam, Ho Chi Minh City 700000 Vietnam","ICHIBAN is an all-you-can-eat Japanese hotpot buffet.","","",12.0,"https://ak-d.tripcdn.com/images/100s0o000000fd4o7CBEE.jpg","11:00","22:00","10.803675, 106.66495","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890176/FB220.jpg"
"FB221","Ngo Saigon Street Cafe Restaurant","F&B",4.5,"70-72 Le Thanh Ton Street, District 1 B3-19B, VINCOM Center Shopping Mall, Ho Chi Minh City 70000 Vietnam","Ngo Saigon Street Cafe Restaurant serves authentic Vietnamese street food in a casual setting.","","",4.0,"https://ak-d.tripcdn.com/images/100t0g0000007q5po33CA.jpg","10:00","21:30","10.78198, 106.70598","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890185/FB221.jpg"
"FB222","Dailo's Kitchen and Bar","F&B",4.2,"No. 6, Thai Van Lung | End of Nguyen Sieu, Ho Chi Minh City 70000, Vietnam","Dailo's Kitchen and Bar offers contemporary Nepali cuisine and creative cocktails in a vibrant setting.","","",18.0,"https://ak-d.tripcdn.com/images/10040n000000ec12i69D4.jpg","09:00","00:00","10.779222, 106.7058","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761890193/FB222.jpg"
